News,Target
"
""It’s possible that non-citizen voters were responsible for Obama’s 2008 victory in North Carolina.""
",0
"
""State Department officials actually directed contracts for the Haitian recovery after the earthquake to friends of the Clintons.""
 
",0
"
Colorado saw ""increased incidents of emergency room visits by young people"" and ""increased incidents of driving while under the influence of marijuana"" following the legalization of recreational pot.
",0
"
Says the U.S. Attorney’s Office said ""that neither I nor my campaign had any idea what was going on"" regarding my father's illegal campaign contributions. ""And that’s why they closed this case.""
",0
"
Says Sen. John McCain ""has taken more money from Wall Street than any other sitting senator.""
",0
"
""Gov. (Pat) McCrory took $500,000 directly out of the disaster relief fund. And you know what it’s for? House Bill 2.""

",0
"
Creflo Dollar has endorsed Republican Donald Trump for president.
",0
"
""During his 18-year Senate career, (Russ Feingold) supported judges who voted to deny your individual Second Amendment right. … (He) promises to protect those rights, but that's not what his record shows.""
 
",0
"
""Sen. (Richard) Burr voted no on the Violence Against Women Act.""
",0
"
""Back in the Great Recession, when millions of  jobs across America hung in the balance, Donald Trump said rescuing the auto industry didn’t really matter very much. He said, and I quote again, ‘Let it go.’ ""
 
",0
"
Says that compared to direct sales by manufacturers, consumers ""save avg of $500 per car sold through franchised dealer model.""
",0
"
""Not even Tim Kaine is willing"" to say he trusts Hillary Clinton. 
",0
"
""Many of (Hillary Clinton's) friends took bigger deductions (than me). Warren Buffett took a massive deduction. (George) Soros, who is a friend of hers, took a massive deduction.""
",0
"
Says Warren Buffett has publicly said his secretary ""should not be paying a higher tax rate"" than him.
",1
"
""In about three weeks over a half million Floridians are going to lose their coverage again"" through Obamacare.
",0
"
Says Republican U.S. Rep. Bob Dold ""continues to side with his Republican leadership and the NRA in blocking consideration of a bill that would keep firearms out of the hands of people on the terrorist watch list.""
",0
"
""When asked about equal pay for women, (Rubio’s) quote was that it was a waste of time.""
",0
"
Says Hillary Clinton was ""let off the hook"" for her email scandal while Gen. David Petraeus had his life ""destroyed for doing far, far less.""
",0
"
""Marco Rubio made it clear: Not only does he think Donald Trump is a con man, he went on to say he doesn't trust Donald Trump with the nuclear codes.""
",1
"
Says Marco Rubio ""opposes immigration reform. Worse, Rubio supports Donald Trump. His plan would deport 800,000 children, destroying families.""
",0
"
""Of course, there is large scale voter fraud happening on and before election day.""
",0
"
""Workers in the United States are making less than they were almost 20 years ago, and yet they are working harder.""
",0
"
Says allegations that he made unwanted sexual advances on a female sheriff’s deputy ""were found by two separate judges to not have merit.""
",0
"
Says Donald Trump’s plan to repeal the estate tax would mean the Walmart Walton family would ""get a $53 billion tax break.""
 
",0
"
Hillary Clinton said gun confiscation ""would be worth considering.""
",0
"
""New York State has been horribly, horribly hurt by NAFTA""
",0
"
""In exchange for five minutes with Bill Clinton, the government of Qatar was going to give $1 million to the Clinton Foundation.""
",0
"
""We know that more than half of Hillary Clinton's meetings while she was secretary of state were given to major contributors to the Clinton Foundation.""
 
",0
"
Sen. Johnny Isakson voted for a trade agreement, ""with China costing Georgia 93,000 jobs.""
",0
"
""In 67 different ways, Governor McCrory has raised taxes on middle income families.""
",0
"
Says over 90 percent of Travis County’s eligible residents have registered to vote.
",1
"
""After how hard you work and how much you pay in taxes, New York City ends up getting the money. I'm Chris Jacobs. I think it's time we have someone in Albany that's making sure our region gets our fair share""
",0
"
""We don't have any"" chess grandmasters in the United States.
",0
"
Says Libya ""Ambassador (Christopher) Stevens sent 600 requests for help"" in Benghazi.
",0
"
""Just like Hillary Clinton,"" Russ Feingold had a ""run-in with corruption and scandal by using a personal slush fund -- a.k.a. the Feingold Foundation --  while plotting another run for U.S. Senate.""
 
",0
"
""We've had Muslims in America since George Washington.""
",1
"
""If you look worldwide, the number of terrorist incidents have not substantially increased.""
",0
"
Says Colorado congressional candidate Morgan Carroll ""voted to allow welfare recipients to use your tax dollars at ATMs at strip clubs and pot dispensaries.""
",0
"
""Refugees are subject to more rigorous screening than the average tourist in the U.S.""
 
",1
"
""Lindsay Parkhurst wants to take away programs like Social Security and Medicare that seniors have earned throughout their lifetimes.""
",0
"
""Cancer and matters to do with kidney failure kill more people in Kenya today than malaria, tuberculosis and AIDS combined.""
",0
"
Says Pete Gallego ""went and lobbied after you fired him from Congress.""
",0
"
Says he won the second debate with Hillary Clinton ""in a landslide"" in ""every poll.""
",0
"
Says ""I’ve been proven right"" about ""Hillary Clinton's radical call for open borders, meaning anyone in the world can enter the United States without any limit at all.""
",0
"
Says Syrian refugees are not being vetted, and ""the FBI is not even being told where they are.""
",0
"
Says Deborah Ross ""supports the Iran nuclear deal and the ransom it paid for hostages.""
",0
"
Says Donald Trump’s tax plan gives the wealthy and corporations ""more than the Bush tax cuts by at least a factor of two.""
",1
"
""We are now, for the first time ever, energy independent.""
",0
"
Says Patrick Murphy wrongly conveyed Rubio's stance on abortion for women infected by Zika.
",0
"
""I've gotten to see the commercials that they did on you. And I've gotten to see some of the most vicious commercials I've ever seen of Michelle Obama talking about you, Hillary.""
",0
"
Says Sidney Blumenthal wrote that the Benghazi attack was ""almost certainly preventable. Clinton was in charge of the State Department, and it failed to protect U.S. personnel and an American consulate in Libya.""
",0
"
Donald Trump has said ""nuclear proliferation is OK.""
 
",0
"
Says Paul Ryan ""is still endorsing Trump.""
",1
"
""Stopped by Smiley Cookie to pick up some great cookies for the family, along with Rudy.""
",0
"
Says ""Hillary Clinton set aside environmental and labor rules to help a South Korean company with a record of violating workers’ rights set up what amounts to a sweatshop in Haiti.""
",0
"
Says Patrick Murphy ""supports a gun ban on commonly owned semi-automatic firearms used for hunting, recreational shooting and self defense.""
",0
"
Says ""Rob Portman voted for the bipartisan bill to affirm climate change is real, humans significantly contribute to it and it needs to be addressed.""
",0
"
Says Hillary Clinton ""viciously"" attacked women abused by Bill Clinton.
",0
"
Donald Trump says ""that NATO is obsolete and that we need to get rid of NATO...""
 
",0
"
""I was gone"" when there was a red line against Syria.
",0
"
""ICE just endorsed me.""
",0
"
""We have an increase in murder within our cities, the biggest in 45 years.""
",0
"
Says after Hillary Clinton helped a man accused of raping a 12-year-old, ""she's seen laughing on two separate occasions, laughing at the girl who was raped.""
",0
"
""You can look at the propaganda on a lot of the terrorists' sites and what Donald Trump says about Muslims is used to recruit fighters.""
",1
"
Says a tweet he sent out ""wasn’t saying, ‘check out a sex tape.’ It was just ‘take a look at"" the background of Alicia Machado.
",0
"
""These are radical Islamic terrorists, and (Hillary Clinton) won't even mention the word.""
",0
"
Says Hillary Clinton ""wants to go to a single-payer plan"" for health care
",0
"
""You (Hillary Clinton) get a subpoena, and after getting the subpoena you delete 33,000 emails.""
",0
"
""Right now we are at 90 percent health insurance covered. That's the highest we've ever been in our country.""
",1
"
Says he has ""a fiduciary responsibility to his business, his family and his employees to pay no more tax than legally required.""
",0
"
Hillary Clinton ""supports unlimited abortion on demand up until the moment of birth, including partial-birth abortion, with taxpayer funding.""
 
",0
"
Says Will Hurd said a border-long U.S.-Mexico wall ""absolutely makes sense.""
",0
"
""You would receive a citation for taking a dildo to class"" at the University of Texas.
",0
"
""If you give guns to gangs, you can get out of jail free, if (California’s Proposition 57) passes. If you do a drive-by shooting, you can get out of jail free, if Proposition 57 passes. If you discharge guns on a school yard, you can get out of jail free.""
",0
"
Says ""11 straight years of no major hurricanes striking land"" in the United States ""bores a hole right through the whole climate change argument.""
 
",0
"
Chris Jacobs ""has been financed by the same men who are now facing charges in one of Western New York’s largest public corruption schemes""
",0
"
""Kelly Ayotte voted to give big oil more than $20 billion in tax breaks.""
",0
"
Says ""Donald Trump proposes to deport 16 million people, 11 million who are here without documents, and both Donald Trump and Mike Pence want to get rid of birthright citizenship.""
 
",0
"
""The world's 62 richest people own the same wealth as the 3.6 billion poorest.""
",0
"
Says ""he fought Obama at the Supreme Court — and won.""
",0
"
Says Hillary Clinton ""promised, running for the Senate years ago, 200,000 jobs for upstate New York. ... Not only didn't they come, but they lost so many jobs.""
",0
"
""In other states (where illegal immigrants have been allowed to get driver's licenses) their insurance premiums for everybody have gone down.""
",0
"
""Repeated requests for additional security in Benghazi were routinely denied"" by Hillary ""Clinton’s State Department.""
 
",1
"
Says Congresswoman Loretta Sanchez ""has passed one bill in her 20 years in Congress, and that was to rename a post office.""
",0
"
""It’s bad enough that (Stephen) Silberkraus appeared in a sexual fetish film where women were kidnapped from their homes and forced to live naked in kennels and trained to be pets. But when Silberkraus isn’t acting in films that degrade women, he’s stalking them in his personal time.""
",0
"
Maggie Hassan ""raised tuition, making it the highest in America.""
",0
"
Says Hillary Clinton ""went toe-to-toe with Russia as secretary of state to do the New START agreement to reduce Russia's nuclear stockpile.""
",0
"
""In the state legislature, I supported Second Amendment rights.""
",0
"
As a result of Chris Sununu’s vote against a Planned Parenthood contract, ""nearly 3,000 fewer"" women and families statewide accessed health care for birth control, cancer screenings and annual exams.
",0
"
Says marijuana use among Colorado high school students ""has not increased since legalization.""
",0
"
""Toomey and Trump will ban abortion and punish women who have them.""
",0
"
""In her campaign for president, Hillary Clinton has received $100 million in contributions from Wall Street and hedge funds.""
",0
"
Says Donald Trump ""hasn’t broken his promise"" to release his tax returns.
",0
"
Says she ""voted for a statewide fracking ban.""
",0
"
Says Donald Trump, in his campaign announcement speech, ""also said, ‘And many of them (Mexicans) are good people. You keep leaving that out of your quote.""
",0
"
""Gov. Pence said, inarguably, Vladimir Putin is a better leader than President Obama.""
",0
"
Says state Sen. Morgan Carroll's votes made ""it easier to sue doctors, small businesses, even nurses. Putting her own shady interests first.""
",0
"
Mike Madigan made a fortune on tax appeals… Saving his friends millions... It’s an inside game played by people like Merry Marwig, Madigan’s hand-picked candidate. When Marwig thought her property taxes were too high she got them lowered at your expense. Saved so much she did it again. Marwig and Madigan: Profiting from the same corrupt system.
",0
"
Says Rep. John Katko ""promised he wouldn’t vote to defund Planned Parenthood and since he’s been in office he’s done that four times""
",1
"
Says GOP Congressional candidate Scott Jones ""wants to build a wall. He wants to round people up and deport folks.""
",0
"
Says Ron Johnson ""helped companies ship jobs overseas.""
",0
"
Says Philando Castile ""had been stopped by police 40 or 50 times before that fatal incident.""
",1
"
Says Donald Trump ""never said that"" more nations should get nuclear weapons.
",0
"
Says Hillary Clinton and Tim Kaine ""want to expand (Obamacare) into a single-payer program.""
",0
"
Donald Trump would ""engage in a risky scheme to privatize Social Security.""
",0
"
""Richard Nixon released tax returns when he was under audit.""
",1
"
""When Donald Trump spoke in Phoenix, he looked the audience in the eye and he said ‘no, we're building a wall and we're deporting everybody.’ He said, quote, ‘they will all be gone. They will all be gone.’ This is one of the ones where you can go to the tape on it and see what Donald Trump has said.""
",0
"
""10 cents on the dollar from the Clinton Foundation goes to charitable causes.""
",0
"
Says that during President Barack Obama’s tenure, the United States has created ""15 million new jobs.""
",0
"
Says ""Iraq has been overrun by ISIS because Hillary Clinton failed to renegotiate . . . a status of forces agreement.""
",0
"
""In the state of Indiana, I’ve signed more than $3.5 billion in tax relief.""
",0
"
Says Tim Kaine ""actually tried to raise taxes by about $4 billion."" 
",0
"
""First, Donald Trump said wages are too high, and both Donald Trump and Mike Pence think we ought to eliminate the federal minimum wage.""
",0
"
Says Senate candidate Katie McGinty ""made thousands from companies she previously regulated.""
",1
"
The U.S. Senate has ""one manufacturer — that'd be me.""
",0
"
Even our attorney general who is a strong Democrat, she has said that we need causation in our workers’ comp system. That’s the No. 1 thing pushing our manufacturing jobs out of Illinois.
",1
"
""The Virginia population increased by just 8 percent from 2005 to 2015, but the per capita spending in the budget increased by a whopping 38 percent.""
 
",0
"
""A rural hospital in Missouri closes every 8 months. The legislature’s failure to expand Medicaid has brought crisis to many of Missouri’s rural health care providers.""
",0
"
""Not one penny of (California’s Prop 67) bag ban tax goes to the environment.""
",0
"
On Tim Kaine: ""In exchange for campaign contributions, he appointed a radical jihadi to the Virginia Immigration Commission.""
",0
"
""The 'New York Times' writes this long story"" about Donald Trump’s tax returns but ""didn't point out there was no wrongdoing"" until paragraph 18.
",0
"
The Great Recession emerged ""in large part because of tax policies that slashed taxes on the wealthy, failed to invest in the middle class, took their eyes off of Wall Street, and created a perfect storm.""
",0
"
""Undocumented immigrants pay $12 billion of taxes every single year."" 
",1
"
Says Hillary Clinton has ""taken hundreds of millions from those countries"" where ""women are stoned, where women are killed for adultery and women can't drive.""
",0
"
""No fracking waste is being dumped in New York State""
",0
"
Says Proposition 205 ""blocks market entry"" for new marijuana dispensaries.
",0
"
Says Tom Nelson ""backed higher taxes on Social Security, costing Wisconsin seniors $95 million.""
 
",0
"
""Since I came into office … we have increased the VA budget by 85 percent.""
",0
"
Says Hillary Clinton ""gave up 20 percent of America's uranium supply to Russia.""
 
",0
"
""Amendment 2 will bring kid-friendly pot candy to Florida.""
",0
"
""If you look at any real analysis,"" the Trans-Pacific Partnership is ""going to generate better-paying jobs that are more stable.""
",0
"
Says ""Gary Johnson and the Libertarian Party want to get rid of the public school system.""
",0
"
Says Miami Congressman Carlos ""Curbelo supports drilling offshore"" and ""repeatedly voted against President Obama's ability to fight pollution and combat climate change.""
",0
"
Says Hillary Clinton ""wants to bring in thousands of refugees to America from all around the world without any kind of security screening.""
",0
"
Says Rob Portman ""even voted to allow people on the terrorism watch list to buy guns.""
",0
"
""These people that we were going to deport for good reason ended up becoming citizens. Ended up becoming citizens. And it was 800. And now it turns out it might be 1,800, and they don't even know.""
",0
"
""Not one illness has been reported from raw milk in"" Texas ""in more than four years. A total of six illnesses have occurred in the last 20 years.""
",0
"
Says most illegal immigrants draw ""welfare benefits, they’re sending their kids to school, they’re using the public services.""
",0
"
Says ""Catherine Cortez Masto failed Nevada rape victims. While attorney general, thousands of rape kits were never sent for DNA analysis.""
",0
"
Says Colorado Democratic congressional candidate Morgan Carroll ""racked up $11 billion in new spending"" in the state Legislature.
",0
"
Say photographs of Hillary Clinton at the debate show what could be an earpiece.
",0
"
Says ""no, you’re wrong,"" responding to the assertion that stop-and-frisk was ruled unconstitutional in New York.
",0
"
Maggie Hassan ""missed nearly every university system board meeting.""
",0
"
""Republican Mark Kirk is outsourcing his campaign to a Super PAC funded almost exclusively by a bunch of hedge fund billionaires. ... I don’t have a Super PAC.""
",0
"
""Brock Turner’s early release will be a regular occurrence if Prop. 57 passes.""
",0
"
Says that except for Donald Trump, ""every other major party nominee"" for the past 40 years has released their tax returns.
 
",0
"
Says to Hillary Clinton, ""You heard what I said about (the Trans-Pacific Partnership trade deal), and all of a sudden you were against it.""
",0
"
""NATO is opening up a major terror division. ... I'm sure I'm not going to get credit for it, but that was largely because of what I was saying and my criticism of NATO.""
",0
"
Says Marco Rubio ""voted to slash school funding by billions of dollars and would eliminate the Department of Education.""
",0
"
Says ""Hillary Clinton's plan would bring in 620,000 refugees in her first term, alone, with no effective way to screen or vet them. Her plan would cost $400 billion in terms of lifetime welfare and entitlement costs.""
",0
"
In New York City, ""murders are up.""
",0
"
Says Hillary Clinton’s energy agenda ""will cost the U.S. economy over $5 trillion""
",0
"
Says top Clinton advisers ""were pressing"" birther movement stories ""very hard.""
 
",0
"
""The only years that anybody's ever seen"" of Donald Trump’s tax returns ""showed he didn't pay any federal income tax.""
",0
"
Says Donald Trump ""started his career back in 1973 being sued by the Justice Department for racial discrimination because he would not rent apartments in one of his developments to African-Americans.""
",1
"
According to ""independent experts,"" Donald Trump's tax plan ""would blow up the debt by over $5 trillion and would in some instances disadvantage middle-class families compared to the wealthy.""
",1
"
""In Chicago, they've had thousands of shootings, thousands since Jan. 1. Thousands of shootings.""
",1
"
""I did not support the war in Iraq … The record shows that I’m right.""
",0
"
Says Donald Trump ""publicly invited Putin to hack into Americans’ (emails).""

",0
"
Says Hillary Clinton called the Trans-Pacific Partnership ""the gold standard. You called it the gold standard of trade deals. You said it’s the finest deal you’ve ever seen.""
",0
"
""The gun epidemic is the leading cause of death of young African-American men, more than the next nine causes put together.""
",1
"
""You will learn more about Donald Trump by going down to the Federal Elections"" to see the financial disclosure form than by looking at tax returns.
",0
"
""I did not — I did not — I do not say that. I do not say that"" climate change is a hoax perpetrated by the Chinese.
",0
"
Says Donald Trump once suggested that he ""would try to negotiate down the national debt.""
",0
"
Says Donald Trump ""was one of the people who rooted for the housing crisis. He said back in 2006, ‘Gee, I hope it does collapse because then I can go in and buy some and make some money.’ ""
",0
"
In Richmond, Va., there’s ""more moving vans coming in than going out.""
",0
"
Says Hillary Clinton and Tim Kaine ""want to shut down shale, and shut down natural gas.""
",0
"
""During her first four years in Washington Sen. Ayotte voted with the Koch brothers nearly 90 percent of the time.""
",0
"
""Most private sector jobs in the history of Buffalo exist in Buffalo today""
",1
"
Says a change in law he carried stopped a $100 million tax increase in the Dallas school district.
 
",1
"
""Welcome to #Houston, the most #diverse city in #America.""
",0
"
""Former President Bill Clinton and his Clinton Health Access Initiative (CHAI) distributed ‘watered-down’ HIV/AIDS drugs to patients in sub-Saharan Africa.""
",0
"
Says Israel profiles based on ethnicity and ""does it very successfully.""
",0
"
Tom Suozzi raised taxes ""by hundreds of millions of dollars"" as Nassau County executive.
",1
"
 ""Sixty percent of Americans now support legalizing marijuana.""
 
",0
"
Says ""Marco Rubio would take away a woman’s right to choose for victims of rape or incest.""
",0
"
Hillary Clinton said, ""with a straight face, that the terrorist attacks this weekend were caused by Donald J. Trump""
",0
"
Says Mike Gallagher’s plan ""would cut Social Security benefits for two-thirds of seniors.""
 
",0
"
Says Donald Trump has outlined ""policies that read like a Kremlin wish list.""
",0
"
""My opponent… was on both the city of Chicago payroll and the state of Illinois payroll simultaneously, taking full salary, funding her full pension benefits both as a city worker and as a state worker for 10 years.""
",0
"
""Our African-American communities are absolutely in the worst shape they've ever been in before. Ever. Ever. Ever.""
",0
"
Says Marco Rubio voted ""against every bill that would have helped keep our families safe. He even voted against a bipartisan measure, introduced by a Republican, to prevent people on the no-fly list from purchasing guns.""
",0
"
Says New START, passed while Clinton was secretary of state, is a ""treaty cutting Russia’s nuclear arms.""
",0
"
""I never said"" that Muslims would be subject to profiling under his policies.
",0
"
Says Ann Kirkpatrick walked out ""on constituents when questioned"" on the Affordable Care Act.
",0
"
""In Harrisburg, I passed more bills than all the Democrats combined, in terms of legislation affecting the city.""
",1
"
Says comprehensive immigration reform ""will add $700 billion to our economy.""
 
",0
"
""We spend more per student than almost any other major country in the world.""
",1
"
""Over the past eight years, black youth unemployment is up.""
",0
"
""Since 1978, California has spent $5 billion to put 13 people to death.""
",0
"
Says Russ Feingold was the ""only senator to vote against Homeland Security.""
",0
"
""We had the Democratic Governors Association and the Obama political machine come into a Republican primary to try and rig the election by spending $1 million against me in the last couple of days.""
",0
"
Says eight Americans died in a knife attack at a Minnesota mall.
 
",0
"
Says ""Patrick Murphy’s ‘Pay More’ energy agenda means you could pay another $500 a year for your utility bills!""
",0
"
Says Charlie Crist ""stood there, over 3 African-American prisoners in chains, on their knees, on the side of the road. Saying that it was a great sight. Saying we needed to bring it to Florida. And you did this — whether you know or not — on the eve of Juneteenth, the day the African-American community celebrates the end of slavery.""
",0
"
""In the mid 1990s, in our state, (Florida was) No. 1 in violent crime in America. ... The only concern I had was for the citizens of Florida, who were subjected to a violent crime every three minutes and 45 seconds.""
",1
"
Says that Republican Darryl Glenn has described Democrats as ""evil"" and has said he's ""tired of hearing about Republicans reaching across the aisle.""
",1
"
""Latinos in Nevada support Educational Savings Accounts, helping more than 450,000 students access better schools. But Catherine Cortez Masto is against it.""
",0
"
""Texas has lost the most law enforcement officers in the line of duty of any state in America.""
",1
"
In the past decade in New York State ""more than 30 current and former state officeholders have been convicted, sanctioned or accused of wrongdoing — more than any other state.""
",1
"
""300,000 Floridians have lost their health insurance"" as a result of Obamacare.
",0
"
""Latinos are 17 percent of our country's population but hold only 2 percent of its wealth.""
",1
"
""Tim Kaine hiked tuition as governor, but now claims to champion affordability.""
",0
"
""Within just a few years, immigration as a share of national population is set to break all historical records.""
",0
"
Says Hillary Clinton and millennials have the same positions on climate change, abortion rights, immigration reform, gay rights and college affordability. ""Donald Trump doesn't.""
",0
"
If upstate New York split from downstate ""the economic indicators of upstate New York would be among the lowest in the country.""
",0
"
""I finished"" the controversy about where President Barack Obama was born.
",0
"
""Hillary Clinton and her campaign of 2008 started the birther controversy.""
",0
"
On whether Barack Obama was born in the United States.
",0
"
Says ""Marco Rubio wanted to cut Social Security and Medicare because he said they’re bankrupting our country.""
",0
"
McGinty previously told a local community newspaper in her native Philadelphia that she 'has found an alarming undercurrent of misinformed people in the 'T' part of the state' outside of Philadelphia and Pittsburgh.
",0
"
Says she ""would bring 186,740 new jobs to Wisconsin"" and ""Donald Trump would cost Wisconsin 61,050 jobs.""
",0
"
In Georgia, women earn 82 cents for every dollar earned by men.
 
",0
"
""Over the last 40 years, this country’s prison population has grown by 500 percent.""
",0
"
Mark Kirk’s claim of national security expertise is ""based on his military record which he lied about at least 10 times.""
",0
"
""The head of the IRS ordered 24,000 emails erased before Congress could review them, making sure the American people will never know the real truth.""
",0
"
Says Ted Strickland supported giving $150 billion to Iranian regime that persecutes women, Christians and gays.
 
",0
"
Says Patrick ""Murphy embellished, according to reports, his University of Miami academic achievement.""
",0
"
""If Texas were a country our economy would rank # 10...in the WORLD.""
 
",0
"
""One extra year of schooling for girls reduces infant mortality rates among their children by up to 10 percent.""
",0
"
""When Moammar Gadhafi was set to visit the United Nations, and no one would let him stay in New York, Trump allowed Gadhafi to set up an elaborate tent at his Westchester County (New York) estate."" 
",1
"
""My opponent has no child care plan.""
",0
"
Says ""Patrick Murphy is the only candidate to have voted against every measure to fund Zika.""
",0
"
Says the Donald J.Trump Foundation's money ""is his money.""
",0
"
""Trump Management was charged with discriminating against African-Americans and breaking federal law.""
",1
"
""If Congress fails to act, the Obama administration intends to give away control of the internet to an international body akin to the United Nations.""
",0
"
""You've got a medical report on me that meets the same standard as Mitt Romney and Barack Obama.""
",0
"
Says U.S.-Mexico border has ""1 million legal border crossings each and every day.""
",0
"
Says Hillary Clinton aide Huma Abedin has ""ties to the Muslim Brotherhood.""
 
",0
"
Says Hillary Clinton had an ""undercover nurse"" with her at the Sept. 11 memorial ceremony in New York.
",0
"
Says Donald Trump's foundation ""took money other people gave to his charity and then bought a six-foot-tall painting of himself.""
",1
"
""The Germans, the French, countries that opposed us in the (Iraq) war, all believed (Saddam Hussein) had weapons of mass destruction.""
 
",0
"
Nevada Republican Senate nominee ""Joe Heck voted to criminalize abortion for rape victims.""
",0
"
Heroin comes in the United States ""from the southern border.""
",1
"
Says ""76 percent of all voters in the United States say they want Johnson-Weld, by name, in the presidential debates.""
",0
"
California’s Prop 55 ""prevents $4 billion in new cuts to our schools.""
",0
"
Says crime is ‘rising’ in Manchester and has gone up 19 percent under Mayor Ted Gatsas.
",0
"
Chris ""Sununu supported Obama’s Common Core agenda, taking away local control of our schools.""
",0
"
For immigrants with visa overstays, ""we make no effort to hold them accountable to that or uphold the law.""
",0
"
Say ""71 percent of doctors say Hillary's health concerns are 'serious' and 'could be disqualifying.' ""
",0
"
Barack Obama has ""doubled our national debt. Doubled it. It's going to be close to $20 trillion when he leaves.""
",0
"
North Carolina’s coast ""is possibly the best place in (the) U.S. for an offshore windfarm.""
",0
"
Says ""Patrick Murphy was named one of America's least effective congressmen.""
",0
"
""That's legal: If you find out about somebody else's salary even if you're doing exactly the same job, you can be retaliated against, including being fired, in most places.""
",0
"
""After 9/11, Jim put us all first by serving for 23 months in Iraq, the war’s longest tour.""
",0
"
Says Hillary Clinton has ""not answered a single question"" about her immigration plan.
",0
"
""Our veterans, in many cases, are being treated worse than illegal immigrants.""
",0
"
Says Ron Johnson gave himself a $10 million 'sweetheart corporate payout'
",0
"
Says President Barack Obama ""has taken less vacation days than any other president in a generation,"" while Congress ""has taken more vacation days than any other Congress in history.""
",0
"
""In an interview with the Chicago Tribune's Editorial Board, Comptroller Leslie Munger says that in order to balance a budget, the state would have to 'cut social services completely.'""
",0
"
Says Dick Cheney ""supported gay marriage sooner"" than Hillary Clinton.
",1
"
Says Patrick Murphy advocated for ""cuts to Social Security and Medicare.""
",0
"
Says Patrick Murphy ""never worked as a CPA"" and was ""never a small business owner.""
",0
"
Says Russian President Vladimir Putin ""calls me brilliant."" 
",0
"
""As governor, Ted Strickland left only 89 cents in Ohio’s rainy day fund.""
 
",1
"
""I cast the deciding vote extending Medicaid health care coverage to 50,000 of our fellow citizens,""
",0
"

""Marco Rubio voted against funding health clinics that provide critical care during this public health emergency (Zika).""
",0
"
Says Donald Trump is ""on record extensively supporting (the) intervention in Libya.""
",0
"
""Classified material has a header which says ‘top-secret, secret, confidential.’ Nothing, and I will repeat this and this is verified in the report by the Department of Justice, none of the emails sent or received by me had such a header.""
",0
"
Says Donald Trump supports ""an agenda out there"" to privatize the Veterans Affairs health care system.
",0
"
Says Hillary Clinton said the Veterans Affairs scandal is ""over-exaggerated."" ""She said she was satisfied with what was going on.""
",0
"
""I was totally against the war in Iraq."" 
",0
"
""Food stamps have gone up two-and-a-half times under Barack Obama.""
",0
"
""I released the most extensive financial review of anybody in the history of politics. … You don't learn much in a tax return.""
",0
"
Young women, ""account for a shocking 74% of all new HIV infections among adolescents in Africa.""
",0
"
Says Russ Feingold broke his 1992 promise to always get the majority of funding from Wisconsin residents.
",1
"
Says ""Joe Heck voted 10 times to defund Planned Parenthood ... and Heck opposes a woman's right to choose, even when her health is at risk.""
",0
"
The Secure Communities Program and 287(g) immigration programs ""were programs that worked"" but were ""recklessly gutted"" by the Obama administration.
",0
"
""The Clinton Foundation gives less than 10 (percent in direct aid). In 2013, they raised 140 million bucks, gave $9 million to people in direct aid.""
",0
"
""Undocumented workers crossing the border right now is at a 12-year low.""
",0
"
""Donald Trump’s been completely consistent"" about his plan for nonviolent undocumented immigrants.
",0
"
Says Hillary Clinton ""wants to increase Syrian refugees to this country by 550 percent.""
",1
"
""Under Pat McCrory, (North Carolina) has fallen to 41st in teacher pay.""
",0
"
Says ""Hillary Clinton has pledged amnesty in her first 100 days, and her plan will provide Obamacare, Social Security, and Medicare for illegal immigrants, breaking the federal budget.""
",0
"
""Since 2013 alone, the Obama administration has allowed 300,000 criminal aliens to return back into United States communities. These are individuals encountered or identified by (Immigration and Customs Enforcement), but who were not detained or processed for deportation because it wouldn't have been politically correct.""
",0
"
""Sen. Rubio has the worst vote attendance record of any Florida senator in nearly 50 years.""
",0
"
Child care costs ""in some states now exceed the average price tag for college tuition.""
",1
"
Tom Reed ""has actually voted for every single trade deal that has ever come before him in any form.""
",1
"
Says that in 2015, ""illegal"" immigrants accounted for 75 percent of federal drug possession convictions and 5 percent to 30 percent of convictions for murder and kidnapping plus two other crimes.
",1
"
""As the election tracker FiveThirtyEight has reported, whoever wins Pennsylvania will be our next President.""
",0
"
Under the current procedure, if someone ""on a terror watch list"" tries to buy a gun, authorities are notified.
",0
"
California’s Prop 60, which would require condom use in adult films, would put ""workers in the adult film industry at risk for lawsuits and harassment.""
",0
"
""The Dallas Cowboys can’t put a sticker on their helmets for the 5 police officers who were killed.""
",1
"
Says Alex Jones ""said that the victims of the Sandy Hook massacre were child actors and no one was actually killed there.""
",1
"
""There are at least 23 countries that refuse to take their people back after they’ve been ordered to leave the United States, including large numbers of violent criminals.""
 
",0
"
""And while (Ted) Strickland proposed cuts for services for children, he wasted over $250,000 remodeling his bathrooms at the governor’s mansion.""
 
",0
"
Democrats ""are cutting our school funding. Four times in the last 10 years before we came into office.""
",0
"
""The Clinton Foundation is a charity where President and Secretary Clinton and their daughter, they take no salary, they get no money from it, they take no personal benefit from it.""
",0
"
Says Gov. Pat McCrory ""tried to cut education funding to its lowest budget share in over 30 years.""
",0
"
The number of illegal immigrants ""could be 3 million. It could be 30 million.""
",0
"
""Illegal immigration costs our country more than $113 billion a year.""
",0
"
The Clinton Foundation ""took steps that went above and beyond all legal requirements and, indeed, all standard requirements followed by every other charitable organization.""
",0
